# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	-0.96450275	0.07259743	-1.9541446e-37	-0.008	0	0
0	-0.9639262	0.07337611	-1.9526872e-37	-0.0069999998	0	0
0	-0.9633411	0.0741586	-2.000687e-37	-0.0060000005	0	0
0	-0.96274745	0.07494472	-1.9974976e-37	-0.0049999994	0	0
0	-0.96214473	0.07573484	-1.9703185e-37	-0.004	0	0
0	-0.96153295	0.07652922	-1.9996978e-37	-0.0030000003	0	0
0	-0.96091145	0.077328175	-1.9608659e-37	-0.002	0	0
0	-0.9602804	0.078131914	-1.9584222e-37	-0.001	0	0
0	-0.9596394	0.07894042	-2.0092808e-37	7.632783e-17	0	0
0	-0.9589879	0.079754636	-1.980597e-37	0.001	0	0
0	-0.9583259	0.08057406	-1.9971499e-37	0.002	0	0
0	-0.957653	0.081399485	-1.9528074e-37	0.0030000003	0	0
0	-0.95696884	0.08223079	-2.0155907e-37	0.004	0	0
0	-0.95627296	0.08306883	-1.9441886e-37	0.0049999994	0	0
0	-0.9555653	0.08391307	-1.999472e-37	0.0060000005	0	0
0	-0.9548451	0.08476473	-1.9827609e-37	0.0069999998	0	0
0	-0.9541121	0.08562355	-2.0305218e-37	0.008	0	0
0	-0.9533662	0.086489744	-1.9912458e-37	0.009	0	0
0	-0.952607	0.08736372	-1.9971557e-37	0.009999999	0	0
0	-0.9518335	0.088246286	-2.010406e-37	0.011	0	0
0	-0.9510456	0.08913709	-2.0385612e-37	0.012000001	0	0
0	-0.9502427	0.09003704	-2.064229e-37	0.012999998	0	0
0	-0.94942445	0.09094607	-2.177573e-37	0.0139999995	0	0
0	-0.94859016	0.091864996	-2.0370095e-37	0.015	0	0
0	-0.9477399	0.092793554	-2.175425e-37	0.016	0	0
0	-0.9468718	0.09373335	-2.1264603e-37	0.017000003	0	0
0	-0.94598734	0.094682276	-2.1974967e-37	0.018	0	0
0	-0.9450837	0.095643714	-2.1863864e-37	0.019	0	0
0	-0.9441615	0.09661627	-2.278812e-37	0.019999998	0	0
0	-0.9432193	0.097601525	-2.2408803e-37	0.021	0	0
0	-0.9422573	0.0985987	-2.2418522e-37	0.022	0	0
0	-0.94127375	0.09960976	-2.3029096e-37	0.023	0	0
0	-0.9402682	0.10063445	-2.3218682e-37	0.024000002	0	0
0	-0.9392401	0.1016732	-2.2973528e-37	0.025000002	0	0
0	-0.9381885	0.10272657	-2.3602864e-37	0.025999997	0	0
0	-0.9371122	0.10379555	-2.3102125e-37	0.026999999	0	0
0	-0.9360094	0.10488199	-2.2918192e-37	0.027999999	0	0
0	-0.9348815	0.10598271	-2.3259066e-37	0.029	0	0
0	-0.93372524	0.10710196	-2.3310622e-37	0.03	0	0
0	-0.9325398	0.108239524	-2.3120496e-37	0.031000001	0	0
0	-0.931324	0.10939646	-2.285032e-37	0.032	0	0
0	-0.930077	0.11057292	-2.3167192e-37	0.032999996	0	0
0	-0.92879665	0.111770526	-2.3264395e-37	0.034000006	0	0
0	-0.92748207	0.11298954	-2.2737278e-37	0.035	0	0
0	-0.92612946	0.1142332	-2.0119626e-37	0.036	0	0
0	-0.92474216	0.115497544	-2.3161417e-37	0.037	0	0
0	-0.92331356	0.11678841	-2.315783e-37	0.038	0	0
0	-0.9218426	0.11810596	-2.327086e-37	0.039	0	0
0	-0.9203288	0.11945048	-2.3271218e-37	0.039999995	0	0
0	-0.91876805	0.12082462	-2.3407534e-37	0.041000005	0	0
0	-0.91715896	0.122228906	-2.3421585e-37	0.042	0	0
0	-0.9154983	0.123665646	-2.3134184e-37	0.043000005	0	0
0	-0.9137834	0.12513636	-2.389961e-37	0.044	0	0
0	-0.91201115	0.1266429	-2.3430282e-37	0.045	0	0
0	-0.91017604	0.1281893	-2.3055068e-37	0.046	0	0
0	-0.9082797	0.1297733	-2.3621823e-37	0.046999995	0	0
0	-0.9063128	0.13140187	-2.363344e-37	0.048000004	0	0
0	-0.9042729	0.13307561	-2.372877e-37	0.049	0	0
0	-0.9021555	0.13479748	-2.3921658e-37	0.050000004	0	0
0	-0.8999541	0.13657208	-2.3833854e-37	0.051	0	0
0	-0.8976636	0.13840151	-2.400532e-37	0.051999994	0	0
0	-0.8952767	0.14029111	-2.389065e-37	0.053	0	0
0	-0.89278656	0.14224453	-2.398486e-37	0.053999998	0	0
0	-0.8901841	0.14426777	-2.3970768e-37	0.055000003	0	0
0	-0.8874615	0.14636481	-2.4221552e-37	0.055999998	0	0
0	-0.88460714	0.14854313	-2.3931456e-37	0.057000004	0	0
0	-0.881609	0.1508102	-2.4026455e-37	0.058	0	0
0	-0.8784536	0.15317436	-2.396915e-37	0.059000008	0	0
0	-0.87512535	0.15564454	-2.3986768e-37	0.06	0	0
0	-0.871606	0.1582318	-2.4072866e-37	0.060999997	0	0
0	-0.86787444	0.16094905	-2.3777867e-37	0.062000003	0	0
0	-0.863905	0.16381173	-2.3563013e-37	0.063	0	0
0	-0.85966784	0.16683781	-2.3281381e-37	0.064	0	0
0	-0.85512745	0.17004786	-2.3449178e-37	0.065	0	0
0	-0.85023713	0.17347096	-2.3461073e-37	0.06599999	0	0
0	-0.8449436	0.17713775	-2.327744e-37	0.067	0	0
0	-0.8391735	0.18109247	-2.3065633e-37	0.06800001	0	0
0	-0.8328365	0.18538766	-2.298466e-37	0.069	0	0
0	-0.82580864	0.19009593	-2.23978e-37	0.07	0	0
0	-0.8179119	0.19532211	-2.2523236e-37	0.071	0	0
0	-0.808894	0.20121053	-2.2820737e-37	0.072	0	0
0	-0.7983514	0.20799094	-2.2954031e-37	0.07300001	0	0
0	-0.78557444	0.21606104	-2.2858842e-37	0.074	0	0
0	-0.7690602	0.22624293	2.7413824e-37	0.074999996	0	0
0	-0.7437358	0.24117598	2.7568375e-37	0.076	0	0
0	0.9909043	3.0111049e-05	-7.160142e-38	0.077	0	0
0	0.9909786	2.1767562e-05	-5.171092e-38	0.078	0	0
0	0.99105227	1.8923216e-05	-5.206727e-38	0.079	0	0
0	0.9911254	1.5550293e-05	-4.919717e-38	0.07999999	0	0
0	0.99119776	1.2945966e-05	-5.1895665e-38	0.081	0	0
0	0.9912695	1.1189164e-05	-5.238534e-38	0.08200001	0	0
0	0.99134064	9.643307e-06	-4.9197134e-38	0.083	0	0
0	0.991411	8.159906e-06	-5.061945e-38	0.084	0	0
0	0.9914808	6.8265217e-06	-5.094313e-38	0.08499999	0	0
0	0.99154997	5.7195793e-06	-5.2037695e-38	0.08600001	0	0
0	0.9916186	4.8002403e-06	-4.984791e-38	0.087000005	0	0
0	0.99168646	3.949892e-06	-5.1220934e-38	0.088	0	0
0	0.9917537	3.244335e-06	-5.17375e-38	0.088999994	0	0
0	0.9918204	2.5533882e-06	-5.192053e-38	0.09	0	0
0	0.99188656	2.0495645e-06	-5.0391937e-38	0.091000006	0	0
0	0.99195194	1.6365666e-06	-4.9453605e-38	0.092	0	0
0	0.9920168	1.2954915e-06	-4.994183e-38	0.093	0	0
0	0.99208117	9.978903e-07	-5.2483683e-38	0.09399999	0	0
0	0.9921449	7.507333e-07	-5.0714337e-38	0.095	0	0
0	0.992208	5.583279e-07	-5.1129777e-38	0.09600001	0	0
0	0.99227047	4.1280146e-07	-5.07037e-38	0.097	0	0
0	0.99233246	3.1275704e-07	-5.3409527e-38	0.098	0	0
0	0.9923939	2.2224413e-07	-5.009607e-38	0.09899999	0	0
